"Date","Time","Test Total Time",,
"08/17/22","12:54:54","(hh:mm:ss): 1:01:12",,
,,,,
"Rated Capacity","Tested Capacity","PASS",,,
"2.25 Ah","2.29 Ah",,,
,,,,
"Cells","Battery Type","Battery Weight",,
"1","Li-poly","0.500 kg",,
"Battery Age","Battery Manufacturer","Battery Notes",,
"1.000 mo","","",,
,,,,
"Sample Rate",,,,
"1.000",,,,
,,,,
"Test Current","Graph Type",,,
"2.250 Amps","AmpHrs",,,
,,,,
"Test","Time (s)","Voltage (V)","Current","Temp (F)"
"2250mAh 1s 1C 2.25A","2335.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2336.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2337.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2338.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2339.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2340.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2341.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2342.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2343.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2344.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2345.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2346.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2347.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2348.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2349.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2350.000","3.699","2.250","70.50"
"2250mAh 1s 1C 2.25A","2351.000","3.699","2.250","70.40"
"2250mAh 1s 1C 2.25A","2352.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2353.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2354.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2355.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2356.000","3.697","2.250","70.40"
"2250mAh 1s 1C 2.25A","2357.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2358.000","3.697","2.250","70.50"
"2250mAh 1s 1C 2.25A","2359.000","3.697","2.250","70.40"
"2250mAh 1s 1C 2.25A","2360.000","3.697","2.250","70.40"
"2250mAh 1s 1C 2.25A","2361.000","3.696","2.250","70.40"
"2250mAh 1s 1C 2.25A","2362.000","3.696","2.250","70.40"
"2250mAh 1s 1C 2.25A","2363.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2364.000","3.696","2.250","70.60"
"2250mAh 1s 1C 2.25A","2365.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2366.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2367.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2368.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2369.000","3.696","2.250","70.60"
"2250mAh 1s 1C 2.25A","2370.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2371.000","3.696","2.250","70.40"
"2250mAh 1s 1C 2.25A","2372.000","3.696","2.250","70.40"
"2250mAh 1s 1C 2.25A","2373.000","3.696","2.250","70.50"
"2250mAh 1s 1C 2.25A","2374.000","3.695","2.250","70.40"
"2250mAh 1s 1C 2.25A","2375.000","3.695","2.250","70.40"
"2250mAh 1s 1C 2.25A","2376.000","3.695","2.250","70.40"
"2250mAh 1s 1C 2.25A","2377.000","3.695","2.250","70.60"
"2250mAh 1s 1C 2.25A","2378.000","3.695","2.250","70.50"
"2250mAh 1s 1C 2.25A","2379.000","3.695","2.250","70.40"
"2250mAh 1s 1C 2.25A","2380.000","3.695","2.250","70.50"
"2250mAh 1s 1C 2.25A","2381.000","3.695","2.250","70.50"
"2250mAh 1s 1C 2.25A","2382.000","3.695","2.250","70.50"
"2250mAh 1s 1C 2.25A","2383.000","3.695","2.250","70.50"
"2250mAh 1s 1C 2.25A","2384.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2385.000","3.695","2.250","70.60"
"2250mAh 1s 1C 2.25A","2386.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2387.000","3.694","2.250","70.40"
"2250mAh 1s 1C 2.25A","2388.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2389.000","3.694","2.250","70.60"
"2250mAh 1s 1C 2.25A","2390.000","3.694","2.250","70.40"
"2250mAh 1s 1C 2.25A","2391.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2392.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2393.000","3.694","2.250","70.40"
"2250mAh 1s 1C 2.25A","2394.000","3.694","2.250","70.60"
"2250mAh 1s 1C 2.25A","2395.000","3.694","2.250","70.60"
"2250mAh 1s 1C 2.25A","2396.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2397.000","3.694","2.250","70.40"
"2250mAh 1s 1C 2.25A","2398.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2399.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2400.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2401.000","3.694","2.250","70.60"
"2250mAh 1s 1C 2.25A","2402.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2403.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2404.000","3.694","2.250","70.60"
"2250mAh 1s 1C 2.25A","2405.000","3.694","2.250","70.40"
"2250mAh 1s 1C 2.25A","2406.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2407.000","3.694","2.250","70.50"
"2250mAh 1s 1C 2.25A","2408.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2409.000","3.694","2.250","70.60"
"2250mAh 1s 1C 2.25A","2410.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2411.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2412.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2413.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2414.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2415.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2416.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2417.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2418.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2419.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2420.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2421.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2422.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2423.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2424.000","3.692","2.250","70.50"
"2250mAh 1s 1C 2.25A","2425.000","3.692","2.250","70.60"
"2250mAh 1s 1C 2.25A","2426.000","3.692","2.250","70.40"
"2250mAh 1s 1C 2.25A","2427.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2428.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2429.000","3.691","2.250","70.50"
"2250mAh 1s 1C 2.25A","2430.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2431.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2432.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2433.000","3.691","2.250","70.50"
"2250mAh 1s 1C 2.25A","2434.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2435.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2436.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2437.000","3.691","2.250","70.50"
"2250mAh 1s 1C 2.25A","2438.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2439.000","3.691","2.250","70.50"
"2250mAh 1s 1C 2.25A","2440.000","3.691","2.250","70.50"
"2250mAh 1s 1C 2.25A","2441.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2442.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2443.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2444.000","3.690","2.250","70.50"
"2250mAh 1s 1C 2.25A","2445.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2446.000","3.691","2.250","70.60"
"2250mAh 1s 1C 2.25A","2447.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2448.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2449.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2450.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2451.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2452.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2453.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2454.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2455.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2456.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2457.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2458.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2459.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2460.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2461.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2462.000","3.690","2.250","70.70"
"2250mAh 1s 1C 2.25A","2463.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2464.000","3.690","2.250","70.60"
"2250mAh 1s 1C 2.25A","2465.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2466.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2467.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2468.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2469.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2470.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2471.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2472.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2473.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2474.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2475.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2476.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2477.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2478.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2479.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2480.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2481.000","3.689","2.250","70.70"
"2250mAh 1s 1C 2.25A","2482.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2483.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2484.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2485.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2486.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2487.000","3.689","2.250","70.60"
"2250mAh 1s 1C 2.25A","2488.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2489.000","3.687","2.250","70.70"
"2250mAh 1s 1C 2.25A","2490.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2491.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2492.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2493.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2494.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2495.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2496.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2497.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2498.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2499.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2500.000","3.687","2.250","70.60"
"2250mAh 1s 1C 2.25A","2501.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2502.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2503.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2504.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2505.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2506.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2507.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2508.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2509.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2510.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2511.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2512.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2513.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2514.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2515.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2516.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2517.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2518.000","3.685","2.250","70.60"
"2250mAh 1s 1C 2.25A","2519.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2520.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2521.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2522.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2523.000","3.686","2.250","70.60"
"2250mAh 1s 1C 2.25A","2524.000","3.686","2.250","70.70"
"2250mAh 1s 1C 2.25A","2525.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2526.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2527.000","3.685","2.250","70.60"
"2250mAh 1s 1C 2.25A","2528.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2529.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2530.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2531.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2532.000","3.685","2.250","70.60"
"2250mAh 1s 1C 2.25A","2533.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2534.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2535.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2536.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2537.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2538.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2539.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2540.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2541.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2542.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2543.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2544.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2545.000","3.685","2.250","70.70"
"2250mAh 1s 1C 2.25A","2546.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2547.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2548.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2549.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2550.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2551.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2552.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2553.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2554.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2555.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2556.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2557.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2558.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2559.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2560.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2561.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2562.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2563.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2564.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2565.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2566.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2567.000","3.684","2.250","70.80"
"2250mAh 1s 1C 2.25A","2568.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2569.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2570.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2571.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2572.000","3.684","2.250","70.80"
"2250mAh 1s 1C 2.25A","2573.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2574.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2575.000","3.684","2.250","70.80"
"2250mAh 1s 1C 2.25A","2576.000","3.684","2.250","70.80"
"2250mAh 1s 1C 2.25A","2577.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2578.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2579.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2580.000","3.684","2.250","70.70"
"2250mAh 1s 1C 2.25A","2581.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2582.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2583.000","3.682","2.250","70.70"
"2250mAh 1s 1C 2.25A","2584.000","3.682","2.250","70.70"
"2250mAh 1s 1C 2.25A","2585.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2586.000","3.682","2.250","70.70"
"2250mAh 1s 1C 2.25A","2587.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2588.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2589.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2590.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2591.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2592.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2593.000","3.682","2.250","70.70"
"2250mAh 1s 1C 2.25A","2594.000","3.682","2.250","70.80"
"2250mAh 1s 1C 2.25A","2595.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2596.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2597.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2598.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2599.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2600.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2601.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2602.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2603.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2604.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2605.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2606.000","3.681","2.250","70.70"
"2250mAh 1s 1C 2.25A","2607.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2608.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2609.000","3.681","2.250","70.70"
"2250mAh 1s 1C 2.25A","2610.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2611.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2612.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2613.000","3.681","2.250","70.90"
"2250mAh 1s 1C 2.25A","2614.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2615.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2616.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2617.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2618.000","3.681","2.250","70.90"
"2250mAh 1s 1C 2.25A","2619.000","3.681","2.250","70.80"
"2250mAh 1s 1C 2.25A","2620.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2621.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2622.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2623.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2624.000","3.680","2.250","70.90"
"2250mAh 1s 1C 2.25A","2625.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2626.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2627.000","3.680","2.250","70.90"
"2250mAh 1s 1C 2.25A","2628.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2629.000","3.680","2.250","70.90"
"2250mAh 1s 1C 2.25A","2630.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2631.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2632.000","3.680","2.250","70.80"
"2250mAh 1s 1C 2.25A","2633.000","3.680","2.250","70.90"
"2250mAh 1s 1C 2.25A","2634.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2635.000","3.680","2.250","70.90"
"2250mAh 1s 1C 2.25A","2636.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2637.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2638.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2639.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2640.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2641.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2642.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2643.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2644.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2645.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2646.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2647.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2648.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2649.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2650.000","3.679","2.250","70.90"
"2250mAh 1s 1C 2.25A","2651.000","3.679","2.250","71.00"
"2250mAh 1s 1C 2.25A","2652.000","3.679","2.250","70.90"
